StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific ID,Consent_3,attention_sun,Q1_A_rating_1,Q1_A_rating_2,Q1_A_rating_3,Q1_A_rating_4,Q1_A_rating_5,Q1_A_rating_6,Q1_A_rating_7,Q1_A_rating_8,Q1_A_rating_9,Q1_B_rating_1,Q1_B_rating_2,Q1_B_rating_3,Q1_B_rating_4,Q1_B_rating_5,Q1_B_rating_6,Q1_B_rating_7,Q1_B_rating_8,Q1_C_rating_1,Q1_C_rating_2,Q1_C_rating_3,Q1_C_rating_4,Q1_C_rating_5,Q1_C_rating_6,Q1_C_rating_7,Q1_C_rating_8,Q2_A_rating_1,Q2_A_rating_2,Q2_A_rating_3,Q2_A_rating_4,Q2_A_rating_5,Q2_A_rating_6,Q2_A_rating_7,Q2_A_rating_8,Q2_B_rating_1,Q2_B_rating_2,Q2_B_rating_3,Q2_B_rating_4,Q2_B_rating_5,Q2_B_rating_6,Q2_B_rating_7,Q2_B_rating_8,Q2_C_rating_1,Q2_C_rating_2,Q2_C_rating_3,Q2_C_rating_4,Q2_C_rating_5,Q2_C_rating_6,Q2_C_rating_7,Q2_C_rating_8,Q3_A_rating_1,Q3_A_rating_2,Q3_A_rating_3,Q3_A_rating_4,Q3_A_rating_5,Q3_A_rating_6,Q3_A_rating_7,Q3_A_rating_8,Q3_B_rating_1,Q3_B_rating_2,Q3_B_rating_3,Q3_B_rating_4,Q3_B_rating_5,Q3_B_rating_6,Q3_B_rating_7,Q3_B_rating_8,Q3_C_rating_1,Q3_C_rating_2,Q3_C_rating_3,Q3_C_rating_4,Q3_C_rating_5,Q3_C_rating_6,Q3_C_rating_7,Q3_C_rating_8,Q4_A_rating_1,Q4_A_rating_2,Q4_A_rating_3,Q4_A_rating_4,Q4_A_rating_5,Q4_A_rating_6,Q4_A_rating_7,Q4_A_rating_8,Q4_B_rating_1,Q4_B_rating_2,Q4_B_rating_3,Q4_B_rating_4,Q4_B_rating_5,Q4_B_rating_6,Q4_B_rating_7,Q4_B_rating_8,Q4_C_rating_1,Q4_C_rating_2,Q4_C_rating_3,Q4_C_rating_4,Q4_C_rating_5,Q4_C_rating_6,Q4_C_rating_7,Q4_C_rating_8,Q5_A_rating_1,Q5_A_rating_2,Q5_A_rating_3,Q5_A_rating_4,Q5_A_rating_5,Q5_A_rating_6,Q5_A_rating_7,Q5_A_rating_8,Q5_A_rating_9,Q5_B_rating_1,Q5_B_rating_2,Q5_B_rating_3,Q5_B_rating_4,Q5_B_rating_5,Q5_B_rating_6,Q5_B_rating_7,Q5_B_rating_8,Q5_C_rating_1,Q5_C_rating_2,Q5_C_rating_3,Q5_C_rating_4,Q5_C_rating_5,Q5_C_rating_6,Q5_C_rating_7,Q5_C_rating_8,Q6_A_rating_1,Q6_A_rating_2,Q6_A_rating_3,Q6_A_rating_4,Q6_A_rating_5,Q6_A_rating_6,Q6_A_rating_7,Q6_A_rating_8,Q6_B_rating_1,Q6_B_rating_2,Q6_B_rating_3,Q6_B_rating_4,Q6_B_rating_5,Q6_B_rating_6,Q6_B_rating_7,Q6_B_rating_8,Q6_C_rating_1,Q6_C_rating_2,Q6_C_rating_3,Q6_C_rating_4,Q6_C_rating_5,Q6_C_rating_6,Q6_C_rating_7,Q6_C_rating_8,Q7_A_rating_1,Q7_A_rating_2,Q7_A_rating_3,Q7_A_rating_4,Q7_A_rating_5,Q7_A_rating_6,Q7_A_rating_7,Q7_A_rating_8,Q7_B_rating_1,Q7_B_rating_2,Q7_B_rating_3,Q7_B_rating_4,Q7_B_rating_5,Q7_B_rating_6,Q7_B_rating_7,Q7_B_rating_8,Q7_C_rating_1,Q7_C_rating_2,Q7_C_rating_3,Q7_C_rating_4,Q7_C_rating_5,Q7_C_rating_6,Q7_C_rating_7,Q7_C_rating_8,Q8_A_rating_1,Q8_A_rating_2,Q8_A_rating_3,Q8_A_rating_4,Q8_A_rating_5,Q8_A_rating_6,Q8_A_rating_7,Q8_A_rating_8,Q8_B_rating_1,Q8_B_rating_2,Q8_B_rating_3,Q8_B_rating_4,Q8_B_rating_5,Q8_B_rating_6,Q8_B_rating_7,Q8_B_rating_8,Q8_C_rating_1,Q8_C_rating_2,Q8_C_rating_3,Q8_C_rating_4,Q8_C_rating_5,Q8_C_rating_6,Q8_C_rating_7,Q8_C_rating_8,Q9_A_rating_1,Q9_A_rating_2,Q9_A_rating_3,Q9_A_rating_4,Q9_A_rating_5,Q9_A_rating_6,Q9_A_rating_7,Q9_A_rating_8,Q9_B_rating_1,Q9_B_rating_2,Q9_B_rating_3,Q9_B_rating_4,Q9_B_rating_5,Q9_B_rating_6,Q9_B_rating_7,Q9_B_rating_8,Q9_C_rating_1,Q9_C_rating_2,Q9_C_rating_3,Q9_C_rating_4,Q9_C_rating_5,Q9_C_rating_6,Q9_C_rating_7,Q9_C_rating_8,Q10_A_rating_1,Q10_A_rating_2,Q10_A_rating_3,Q10_A_rating_4,Q10_A_rating_5,Q10_A_rating_6,Q10_A_rating_7,Q10_A_rating_8,Q10_A_rating_9,Q10_B_rating_1,Q10_B_rating_2,Q10_B_rating_3,Q10_B_rating_4,Q10_B_rating_5,Q10_B_rating_6,Q10_B_rating_7,Q10_B_rating_8,Q10_C_rating_1,Q10_C_rating_2,Q10_C_rating_3,Q10_C_rating_4,Q10_C_rating_5,Q10_C_rating_6,Q10_C_rating_7,Q10_C_rating_8,Age,Gender,Ethnicity,Education,Income,testing,feedback,PROLIFIC_PID,version
2026-06-30 09:11:52,2026-06-30 09:41:44,0,*******,100,1792,1,2026-06-30 09:41:45,R_2z6nS0P8trt6qLn,*******,*******,*******,*******,*******,*******,anonymous,EN,6a02280be797b3cb70b93e60,4,1,4,2,2,1,1,1,1,1,5,1,5,2,1,1,1,3,1,2,4,4,1,1,1,5,4,5,1,1,3,2,2,5,5,2,5,4,1,1,2,2,2,2,2,2,2,3,1,4,4,4,2,3,2,2,1,3,2,2,4,2,4,3,2,4,3,1,5,5,1,1,1,3,2,4,2,1,1,1,2,1,2,2,4,4,3,2,2,5,4,1,5,5,1,1,1,2,2,5,1,1,4,4,3,5,5,4,1,5,4,1,1,1,3,1,2,4,2,4,3,4,4,4,5,1,1,4,3,4,5,4,2,4,4,2,2,1,5,4,1,4,4,1,2,1,2,3,4,2,2,1,1,1,1,1,2,4,4,1,2,3,4,4,1,5,4,1,1,2,2,2,5,1,1,2,1,1,5,5,2,4,4,2,2,2,3,3,2,4,4,2,1,2,3,3,2,2,4,1,1,1,2,2,3,4,4,1,2,1,5,5,1,5,5,1,1,1,4,4,5,1,1,4,2,4,5,5,1,2,2,2,4,4,4,3,4,1,5,4,1,1,1,2,1,25,2,1,5,5,Attitudes towards feedback,This survey was far too long for the reward. we should be given a bonus payment for the amount of time spent on this.,6a02280be797b3cb70b93e60,Y
2026-06-30 09:15:09,2026-06-30 09:46:09,0,*******,100,1860,1,2026-06-30 09:46:10,R_7dGjcpictZmisdp,*******,*******,*******,*******,*******,*******,anonymous,EN,6a1208eb7708459e0e98477a,4,1,5,1,1,1,1,1,5,5,5,2,4,4,3,4,3,5,5,1,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,2,4,4,4,4,4,5,5,1,5,5,1,1,1,1,1,5,1,1,5,5,5,5,5,1,5,5,1,1,1,1,1,1,5,5,4,4,4,5,4,5,1,1,5,5,5,5,5,1,5,5,1,1,1,1,1,2,5,4,4,4,3,5,4,5,1,1,1,1,1,1,1,4,4,5,2,1,1,1,4,4,1,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,4,5,5,1,2,1,5,5,5,1,1,1,1,1,5,3,1,5,5,1,1,1,1,1,1,5,5,3,1,1,4,3,1,2,4,1,1,1,1,1,1,5,5,1,1,1,1,1,2,4,4,2,2,2,5,5,5,1,1,2,4,3,4,4,1,5,5,1,1,1,1,1,4,5,5,3,3,3,4,4,5,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,2,5,4,1,3,4,5,4,59,1,1,4,6,The ability to withstand torture and commitment to completing a task while being vastly underpaid.,"Way too long, guys, which I gather was the point.",6a1208eb7708459e0e98477a,X
2026-06-30 09:18:43,2026-06-30 09:47:29,0,*******,100,1725,1,2026-06-30 09:47:29,R_8tg8jpRBWnYQuGh,*******,*******,*******,*******,*******,*******,anonymous,EN,6a0a3b781646a81e83dd650a,4,1,5,1,1,5,5,5,5,5,5,1,5,4,4,4,4,4,4,1,5,5,1,1,1,2,3,4,1,1,1,1,1,4,2,1,4,4,4,4,4,5,4,1,5,5,2,1,1,5,1,4,1,2,3,2,4,4,4,1,4,5,1,1,1,4,4,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,1,5,4,1,1,1,3,2,1,5,4,4,4,5,4,4,5,1,2,1,2,2,3,3,4,4,2,2,4,4,4,4,4,1,4,4,1,1,1,1,1,4,1,1,1,4,1,4,3,1,4,4,1,1,1,3,1,1,4,4,4,4,4,4,4,5,1,1,5,5,5,5,5,1,5,1,1,1,1,2,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,2,1,1,5,5,1,1,1,3,1,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,1,5,5,1,1,1,4,4,1,4,1,2,1,1,1,1,4,1,1,4,1,1,3,4,1,1,5,4,1,1,1,3,1,2,4,4,2,2,2,4,2,29,1,2,4,2,Weighing difference in responses and how they come off,no,6a0a3b781646a81e83dd650a,X
2026-06-30 09:17:48,2026-06-30 09:49:03,0,*******,100,1875,1,2026-06-30 09:49:04,R_2wB6nUIxzQFo0gx,*******,*******,*******,*******,*******,*******,anonymous,EN,6a19a24aaf643e93d84c7e43,4,1,4,1,2,2,1,1,2,1,5,1,5,5,1,1,1,4,1,4,2,4,5,5,5,5,5,4,1,2,5,5,5,5,5,1,5,5,1,1,1,4,1,5,2,4,5,5,5,5,5,4,1,2,1,1,1,4,2,2,4,4,4,4,4,5,5,1,5,5,1,1,1,4,1,4,2,2,1,1,1,2,1,4,2,2,5,5,5,5,5,1,5,5,1,1,1,1,1,5,1,1,5,5,5,5,5,4,1,5,5,1,1,1,4,1,4,5,4,4,4,4,5,5,5,1,1,5,5,5,5,5,4,5,2,4,2,2,5,4,1,5,5,1,1,1,4,1,4,1,2,1,1,1,4,4,2,2,4,5,4,4,5,5,1,5,5,1,1,1,4,1,5,1,1,5,5,5,5,5,4,2,4,5,5,5,5,4,1,5,5,1,1,1,4,1,2,2,4,1,1,1,2,1,4,4,5,5,5,5,5,5,1,5,5,1,1,1,4,1,5,1,1,5,5,5,5,5,1,4,2,4,5,5,5,5,5,1,5,5,1,1,1,4,1,35,2,3,6,4,Behaviour analysis based on how feedbacks are given,,6a19a24aaf643e93d84c7e43,Y
2026-06-30 09:34:16,2026-06-30 09:54:53,0,*******,100,1236,1,2026-06-30 09:54:54,R_3Jhp5P8de5sL1U4,*******,*******,*******,*******,*******,*******,anonymous,EN,6a0335a59ded0374b7b67571,4,1,4,2,2,3,3,3,4,4,5,2,4,3,4,4,4,4,4,1,5,3,1,1,1,2,2,4,2,2,2,2,2,2,2,2,4,2,3,3,3,4,4,2,4,3,2,2,2,2,2,4,2,2,2,2,2,2,3,2,4,3,2,3,3,3,3,2,4,2,4,4,4,3,4,4,2,3,3,3,3,3,3,2,4,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,2,2,2,2,2,2,2,4,2,4,3,3,3,3,4,4,2,4,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2,4,4,2,2,2,3,3,2,4,3,3,3,3,4,4,4,2,2,2,2,2,4,4,2,4,3,2,2,2,3,3,2,4,3,3,3,3,4,4,4,2,2,2,2,2,2,2,1,5,4,1,1,1,3,3,2,4,3,3,3,3,4,4,4,1,3,3,4,3,4,4,2,4,3,2,2,2,3,3,2,4,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1,2,4,3,2,2,2,2,2,2,4,3,3,3,3,3,3,22,1,1,4,5,How feedback language affects learning processes,This survey took longer than advertised,6a0335a59ded0374b7b67571,X
2026-06-30 09:10:55,2026-06-30 09:56:01,0,*******,100,2705,1,2026-06-30 09:56:01,R_22xU1VvTv7hNrGi,*******,*******,*******,*******,*******,*******,anonymous,EN,6a0b111608a2b50d2e9f6040,4,1,3,4,4,4,4,3,4,3,3,4,4,3,4,3,4,3,3,3,4,3,3,4,4,3,3,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,2,4,2,2,3,4,3,5,3,4,4,4,3,3,4,3,4,3,3,4,4,3,4,3,4,4,3,3,4,3,3,4,3,3,4,3,3,4,4,4,2,3,3,3,3,3,4,2,3,3,3,4,2,2,4,4,3,4,4,4,3,4,3,4,3,4,3,2,4,2,4,3,3,3,2,3,2,2,3,3,3,3,3,3,3,4,4,2,4,4,3,3,3,2,3,4,2,2,5,4,3,4,3,4,5,3,2,3,3,4,4,3,3,4,4,3,3,4,3,4,3,4,4,3,4,4,5,4,5,4,4,4,3,3,4,3,3,2,2,2,2,2,3,2,3,2,3,2,2,2,3,3,3,2,3,3,4,3,2,2,2,3,2,1,2,3,3,2,4,4,3,4,3,4,4,3,5,3,3,3,4,4,3,4,4,4,3,4,3,4,4,3,4,3,3,4,3,3,4,4,4,3,32,1,2,4,1,STUDY ON BEHAVIOUR,,6a0b111608a2b50d2e9f6040,Y
2026-06-30 09:42:50,2026-06-30 10:00:03,0,*******,100,1032,1,2026-06-30 10:00:04,R_82x7s8HCpDlkmEn,*******,*******,*******,*******,*******,*******,anonymous,EN,69ff2511c12c9a0204095249,4,1,4,1,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,5,3,5,5,3,3,5,5,5,1,5,5,5,5,5,1,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,5,5,5,3,5,5,1,5,5,1,1,1,1,1,5,1,1,5,5,5,5,5,4,1,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,5,3,3,4,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,5,1,1,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,5,5,1,1,1,1,1,1,5,5,5,5,3,5,5,1,5,5,1,1,1,1,1,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,20,1,1,3,3,not a clue,"study took longer than the advertised 15 minutes which is very poor, bearing in mind you only advertised paying £9 an hour which is already terrible",69ff2511c12c9a0204095249,Y
2026-06-30 09:54:33,2026-06-30 10:23:30,0,*******,100,1737,1,2026-06-30 10:23:31,R_2aBDQ4gYtojVEWZ,*******,*******,*******,*******,*******,*******,anonymous,EN,6a21906bd02adb1ea123d2eb,4,1,5,1,1,2,3,5,5,5,5,5,1,2,2,4,5,5,5,1,1,5,1,1,1,1,1,2,4,4,2,1,3,2,3,4,3,3,2,3,3,4,3,2,4,4,1,1,1,2,2,5,1,1,3,3,5,5,5,1,5,4,1,1,1,2,1,5,3,3,1,3,5,5,5,5,1,1,2,4,5,5,5,1,1,5,1,1,1,3,4,4,3,2,2,4,5,5,5,1,1,4,1,1,1,2,2,4,5,2,2,2,3,5,4,5,4,4,4,3,3,4,4,4,4,1,4,1,2,2,2,2,3,4,3,2,2,3,3,3,4,3,3,2,3,5,4,4,4,1,2,2,4,4,5,4,1,5,4,1,1,1,2,1,4,3,3,2,2,4,4,3,4,3,3,3,3,3,2,3,1,5,5,1,1,1,2,2,5,1,3,2,4,4,5,5,5,1,1,2,3,4,5,4,1,5,5,1,1,1,1,1,4,2,3,2,4,5,4,4,3,1,2,1,1,1,2,3,1,1,5,5,1,1,1,2,2,5,3,3,3,3,4,4,5,58,1,1,3,2,How people perceive feedback - whether it's constructive criticism or poor/unhelpful feedback.,Very interesting - I think I have learned a little philosophy!,6a21906bd02adb1ea123d2eb,X
2026-06-30 10:04:57,2026-06-30 10:35:56,0,*******,100,1859,1,2026-06-30 10:35:56,R_3btIMDoYjCoaIvL,*******,*******,*******,*******,*******,*******,anonymous,EN,6a0652f46389e36cde79a72e,4,1,4,4,3,3,4,4,4,4,5,5,5,2,4,2,4,4,4,5,5,4,4,4,4,4,3,4,5,5,4,4,4,5,4,3,5,3,2,2,4,4,4,3,3,5,4,5,3,3,4,5,5,5,4,4,5,4,5,3,4,4,5,4,5,4,4,5,2,5,4,2,2,5,3,4,4,3,4,2,5,3,4,4,3,3,4,4,5,4,3,5,4,5,5,5,4,5,5,4,4,5,5,4,5,5,4,5,4,5,5,5,4,5,5,4,4,5,5,4,4,5,5,5,5,5,4,4,5,3,5,4,1,4,4,4,4,5,4,4,4,4,3,3,5,4,4,4,5,4,5,4,2,4,3,4,4,4,4,4,5,5,5,4,4,5,5,3,4,4,4,4,4,4,5,4,5,4,4,3,3,2,4,3,1,3,5,5,4,4,4,5,5,4,5,5,4,5,4,5,5,5,4,4,4,4,4,5,2,4,5,4,4,2,3,5,3,4,4,5,4,5,5,4,4,5,4,5,4,4,5,4,4,5,4,5,5,4,4,4,4,5,5,5,4,27,2,2,4,3,comprehension,no,6a0652f46389e36cde79a72e,Y
2026-06-30 10:40:54,2026-06-30 11:15:18,0,*******,100,2064,1,2026-06-30 11:15:21,R_6vodSZ1BlbEuaD7,*******,*******,*******,*******,*******,*******,anonymous,EN,69fe143fe0fc2630be12c1a4,4,1,5,1,1,4,5,2,5,5,5,3,4,3,1,1,1,4,1,1,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,1,1,2,1,4,4,1,5,4,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,4,4,4,5,5,1,5,5,1,1,1,1,1,2,5,1,2,1,1,4,4,5,1,1,1,1,1,1,1,4,2,5,2,2,1,2,1,2,1,5,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,4,1,1,1,4,1,5,1,1,2,1,1,4,4,1,5,4,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,4,4,4,1,1,1,4,4,5,1,1,2,1,1,4,4,1,5,4,1,1,1,1,1,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,5,4,1,1,1,4,4,19,2,7,3,4,not sure,allocate more time for this study.,69fe143fe0fc2630be12c1a4,X
2026-06-30 11:32:13,2026-06-30 11:54:40,0,*******,100,1347,1,2026-06-30 11:54:41,R_6qyyK3Bfnhwb3ST,*******,*******,*******,*******,*******,*******,anonymous,EN,663e427855b60cfe4fa3f0cd,4,1,4,2,2,3,4,3,4,4,5,5,1,1,4,4,5,4,4,1,5,5,1,1,1,1,1,1,5,5,1,1,1,1,1,5,3,2,4,5,4,5,4,1,5,5,1,1,1,1,1,5,1,1,5,5,5,5,5,1,5,5,1,1,1,1,1,4,4,1,5,5,5,5,5,5,1,1,5,5,5,5,5,2,4,4,1,2,2,2,1,4,4,1,5,5,5,5,4,3,3,4,1,1,1,1,1,4,5,1,1,5,5,5,5,5,1,5,5,1,1,1,1,1,3,3,4,1,1,1,1,1,1,5,5,1,1,1,1,1,3,4,3,3,3,3,3,3,5,1,1,5,5,5,5,5,1,4,4,1,1,1,1,1,3,4,3,3,3,3,3,3,4,1,3,1,1,1,1,1,1,5,5,1,1,1,1,1,4,1,1,5,5,5,5,5,4,1,1,4,4,4,4,4,1,5,5,1,1,1,1,1,4,4,1,5,5,5,5,5,3,1,3,1,1,1,1,1,1,1,5,5,1,1,1,1,1,4,1,1,5,5,5,5,5,35,2,1,3,7,reacting to how person b responds to person a,,663e427855b60cfe4fa3f0cd,X
2026-06-30 11:30:59,2026-06-30 11:56:19,0,*******,100,1519,1,2026-06-30 11:56:20,R_8z6q9gDxTMrOBeV,*******,*******,*******,*******,*******,*******,anonymous,EN,6a02f1ed550b85818144ebcd,4,1,5,1,1,2,5,3,4,5,5,4,4,4,5,5,5,5,5,1,5,5,1,1,1,4,1,4,5,3,1,1,2,5,5,4,3,2,3,3,4,5,5,1,5,5,1,1,1,4,1,5,1,1,5,5,5,5,5,1,5,5,1,1,1,5,4,4,3,4,4,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,1,1,1,4,4,4,2,1,2,4,4,5,5,5,1,4,1,1,1,5,5,4,3,2,1,4,4,5,5,5,3,5,5,3,3,4,5,4,1,5,5,1,1,1,5,5,1,5,5,1,1,1,5,5,1,4,5,1,3,3,4,3,5,1,3,4,3,4,5,5,1,5,5,1,1,1,5,4,5,1,1,4,5,5,5,5,1,5,5,1,1,1,4,4,1,5,5,1,1,1,4,4,3,4,4,3,5,4,5,5,5,2,2,4,5,5,5,5,1,5,5,1,1,1,5,2,4,4,2,1,2,1,5,4,4,3,2,2,2,3,4,3,1,1,5,5,1,1,1,5,4,3,4,4,3,4,4,4,4,34,2,1,4,2,What we think/feel about the responses from person B.,,6a02f1ed550b85818144ebcd,X
2026-06-30 11:30:06,2026-06-30 11:57:13,0,*******,100,1626,1,2026-06-30 11:57:13,R_5zObQGBu431eNdL,*******,*******,*******,*******,*******,*******,anonymous,EN,69a37afe3218f7ebc6a393e1,4,1,4,5,4,1,1,1,1,1,5,1,5,5,1,1,1,5,1,4,4,4,4,2,3,5,4,5,2,2,2,4,2,5,5,1,5,4,1,1,1,1,1,3,4,4,2,2,1,4,3,4,2,2,2,2,2,3,3,4,4,4,2,2,4,5,5,1,5,5,1,1,1,1,1,1,5,5,1,1,1,1,1,2,3,2,2,2,2,5,4,1,5,5,1,1,1,2,2,4,1,2,3,4,3,5,5,4,1,5,5,1,1,1,1,1,3,4,4,3,4,2,5,5,4,2,2,4,4,3,5,5,3,5,2,2,2,2,3,2,1,5,5,1,1,1,4,1,3,1,1,1,1,1,2,2,2,4,4,1,1,1,2,3,1,5,5,1,1,1,4,1,4,2,2,4,2,2,5,5,3,4,2,3,3,2,5,5,1,5,5,1,1,1,4,2,1,5,5,1,1,1,1,1,4,4,2,2,2,2,5,4,1,5,5,1,1,1,4,1,5,1,1,2,1,1,5,5,1,2,3,4,3,3,2,5,4,1,5,5,1,1,1,1,1,32,1,1,3,6,Perceptions,,69a37afe3218f7ebc6a393e1,Y
2026-06-30 11:32:07,2026-06-30 11:59:24,0,*******,100,1637,1,2026-06-30 11:59:24,R_8JAE8FRqoyF5DQR,*******,*******,*******,*******,*******,*******,anonymous,EN,6a09554f5d643d32a7bdb812,4,1,4,1,1,1,2,2,2,2,5,1,5,5,1,1,1,4,2,2,5,4,4,4,4,4,4,5,1,1,4,4,5,5,5,1,5,5,1,1,1,3,3,2,4,2,3,5,4,4,4,5,1,1,2,1,1,3,2,2,4,4,4,5,5,5,5,1,5,5,1,2,1,4,2,4,1,2,1,1,1,1,1,2,5,2,4,5,5,4,5,1,5,5,1,1,1,2,2,5,1,1,4,4,4,5,5,4,1,5,1,1,1,1,4,3,1,5,2,5,5,5,5,5,5,1,1,5,5,5,5,5,2,5,4,4,4,4,4,4,1,5,5,2,2,1,3,3,4,1,1,1,1,1,3,2,2,4,4,1,2,3,4,4,1,5,4,1,1,1,4,2,5,1,1,3,4,3,5,4,2,5,5,4,4,5,4,4,1,5,5,2,2,2,4,2,4,2,3,1,1,1,1,1,4,4,4,4,4,3,5,5,1,5,5,1,1,1,2,2,5,1,1,5,5,5,5,5,1,2,5,2,3,5,5,4,3,1,5,5,1,1,1,3,3,35,1,1,3,1,Reaction to how a supposed AI might respond to marking our answers and knowledge,,6a09554f5d643d32a7bdb812,Y
2026-06-30 11:38:06,2026-06-30 12:01:33,0,*******,100,1406,1,2026-06-30 12:01:34,R_5uF0ZXBC2s4p5cT,*******,*******,*******,*******,*******,*******,anonymous,EN,69efe9aab00d9ecb11911b34,4,1,5,1,1,1,1,4,4,3,5,1,5,5,1,1,4,1,1,2,5,5,2,2,2,2,2,5,1,2,5,5,5,5,5,1,5,5,1,1,2,1,1,2,2,4,2,2,4,2,2,4,2,4,3,3,5,2,3,2,4,4,2,2,5,3,4,1,5,5,2,2,4,2,2,1,5,5,1,1,5,2,1,2,4,4,2,3,4,2,3,1,5,5,1,1,3,1,1,4,1,1,2,2,4,2,4,4,1,4,4,1,1,3,1,1,4,1,2,1,2,5,4,4,5,1,1,3,3,5,5,5,3,4,4,1,1,1,1,1,1,5,5,1,1,4,1,1,2,2,4,1,1,4,3,1,2,4,5,2,2,2,2,2,1,5,5,1,1,5,1,1,5,1,1,3,3,5,5,5,4,4,3,5,3,4,5,4,1,5,5,1,1,4,1,1,5,2,2,2,2,4,3,3,4,3,3,2,2,5,4,4,1,5,5,1,1,5,2,1,5,2,2,2,4,4,5,4,1,2,4,3,2,3,4,3,4,1,5,5,1,1,1,1,1,34,2,7,4,5,conceptions on how people respond to others when they are judging an answer,,69efe9aab00d9ecb11911b34,Y
2026-06-30 11:36:05,2026-06-30 12:02:20,0,*******,100,1574,1,2026-06-30 12:02:21,R_2uvq5GbEwdE9CpY,*******,*******,*******,*******,*******,*******,anonymous,EN,6a117eb264af420864cf0bb4,4,1,5,1,1,5,5,5,4,4,5,2,3,2,5,5,5,5,5,1,5,5,1,1,1,3,3,5,1,4,1,1,1,2,2,2,3,1,4,5,4,5,5,1,5,5,1,1,1,2,2,5,1,1,5,4,4,5,4,1,5,4,1,2,1,3,3,2,4,1,4,5,4,5,5,5,1,1,5,5,5,5,5,1,5,5,1,1,1,3,3,1,3,2,4,3,3,4,4,4,2,2,1,1,2,2,2,4,2,4,1,4,5,4,5,5,1,5,5,2,2,2,2,2,4,2,3,1,1,1,2,3,1,5,5,1,2,1,2,2,2,4,4,2,4,3,4,3,5,1,1,4,5,5,5,5,2,4,2,2,2,2,4,3,2,4,3,3,3,3,3,4,5,1,3,1,1,1,2,1,1,5,5,1,1,1,1,2,2,4,2,5,5,5,5,5,2,4,2,5,5,5,5,5,1,5,5,1,1,1,3,2,2,4,2,5,5,5,5,5,4,2,2,2,1,1,1,2,1,1,5,5,1,1,1,2,2,2,4,2,4,4,3,3,4,36,1,1,4,2,Testing different AI voices/personalities in learning / knowledge checking situations and have they are perceived by the user.,,6a117eb264af420864cf0bb4,X
